id,course_id,skill_level,skill_level_jp,purpose,purpose_jp,learn_info,learn_info_jp,outcome,outcome_jp,price,price_jp,price_hk,created_at,updated_at
53,14,Beginner,ビギナー,"Learn how to transform ideas into clear visual stories through the fundamentals of storyboarding. This level introduces scene planning, camera angles, shot composition, timing, and visual storytelling while helping you communicate narratives effectively for animation, comics, and creative projects.",ストーリーボードの基礎を通して、アイデアを明確なビジュアルストーリーに変換する方法を学びます。 このレベルでは、シーンの計画、カメラアングル、ショットの構成、タイミング、視覚的なストーリーテリングを紹介しながら、アニメーション、コミック、クリエイティブプロジェクトのために効果的に物語を伝えることができます。,"Learn the fundamentals of storyboarding by understanding scene planning, camera angles, composition, pacing, and visual storytelling. Through practical exercises, you'll create simple storyboard sequences that communicate ideas clearly while building a strong foundation for animation, comics, games, and film projects.",学習の基礎を惹きつける構成を理解シーン企画カメラの角度、組成、ペーシング、ビジュアルを思った。 より実践的な演習いを簡単な絵コンテの配列伝えるアイデアを明確にな路地にある家系ラーメン屋。財団アニメーション、マンガ、ゲーム、映画。,"Upon completing this level, you'll confidently create simple storyboard sequences that communicate ideas through clear scene planning, camera angles, and visual storytelling. You'll understand the essential principles of storyboarding while building a strong foundation for animation, games, comics, and film projects.",このレベルを完了すると、明確なシーン計画、カメラアングル、視覚的なストーリーテリングを通じてアイデアを伝えるシンプルなストーリーボードシーケンスを自信を持って作成できます。 アニメーション、ゲーム、コミック、映画プロジェクトの強力な基盤を構築しながら、ストーリーボードの本質的な原則を理解します。,49,7840,392,NULL,NULL
54,14,Intermediate,中級,"Build stronger storytelling skills by creating more detailed storyboards with improved scene transitions, camera movement, character acting, and pacing. You'll develop confidence in organizing complex sequences while producing storyboards that communicate ideas with greater clarity and impact.",シーントランジション、カメラの動き、キャラクターの演技、ペーシングを改善して、より詳細なストーリーボードを作成することで、より強力なストーリーテリングスキルを構築します。 複雑なシーケンスを整理しながら、より明確でインパクトのあるアイデアを伝えるストーリーボードを作成することに自信を持って開発します。,"Strengthen your storytelling abilities by creating more detailed storyboard sequences with improved scene transitions, character acting, camera movement, and emotional pacing. You'll learn how to organize visual narratives effectively while producing storyboards that communicate complex ideas with clarity and confidence.",シーントランジション、キャラクターの演技、カメラの動き、感情的なペーシングを改善して、より詳細なストーリーボードシーケンスを作成することで、ストーリーテリング能力を強化します。 複雑なアイデアをわかりやすく自信を持って伝えるストーリーボードを作成しながら、視覚的なナラティブを効果的に整理する方法を学びます。,"After completing this level, you'll produce more detailed storyboards featuring stronger scene transitions, expressive character acting, and improved visual pacing. You'll confidently organize complex sequences while communicating stories more effectively through structured visual planning.",このレベルを完了すると、より強力なシーン遷移、表現力豊かなキャラクターの演技、および改善された視覚的なペーシングを備えた、より詳細なストー 複雑なシーケンスを自信を持って整理し、構造化されたビジュアルプランニングを通じてストーリーをより効果的に伝えます。,99,15840,792,NULL,NULL
55,14,Advanced,アドバンスド,"Refine your storyboard workflow by exploring cinematic storytelling, advanced composition, emotional pacing, and visual continuity. Through larger creative projects, you'll produce professional-quality storyboards that demonstrate creative thinking, technical ability, and effective narrative planning.",シネマティックなストーリーテリング、高度な構成、感情的なペーシング、視覚的な連続性を探索することで、ストーリーボードワークフローを洗練します。 大規模な創造的なプロジェクトを通じて、あなたは創造的思考、技術的能力、および効果的な物語の計画を実証するプロ品質のストーリーボードを生成します。,"Master advanced storyboarding techniques by refining cinematic storytelling, visual continuity, shot composition, and narrative structure. Through larger creative assignments, you'll develop professional-quality storyboards that demonstrate technical precision, creative thinking, and effective communication for visual media.",映画のストーリーテリング、視覚的な連続性、ショットの構成、物語の構造を洗練することによって、高度なストーリーボーディングテクニックをマスターします。 より大きなクリエイティブな課題を通じて、技術的な精度、創造的思考、および視覚メディアの効果的なコミュニケーションを実証するプロ品質のストー,"By the end of this level, you'll create professional-quality storyboards that demonstrate advanced composition, cinematic storytelling, and visual continuity. Your work will reflect strong planning skills, technical precision, and creative confidence suitable for portfolio presentation.",このレベルの終わりまでに、高度な構成、映画のストーリーテリング、視覚的な連続性を示すプロ品質のストーリーボードを作成します。 あなたの仕事は有価証券の提示のために適した強い計画の技術、技術的な精密および創造的な信任を反映する。,179,28640,1432,NULL,NULL
56,14,Expert,専門家,"Complete a full storyboard sequence from script to finished presentation while applying professional planning and storytelling techniques. This level focuses on creating polished visual narratives that showcase your ability to communicate ideas clearly for animation, games, film, and digital media.",プロの計画とストーリーテリングのテクニックを適用しながら、スクリプトから完成したプレゼンテーションまでの完全なストーリーボードシーケンスを完成させます。 このレベルでは、アニメーション、ゲーム、映画、デジタルメディアのアイデアを明確に伝える能力を披露する、洗練された視覚的な物語の作成に焦点を当てています。,"Complete a full storyboard project from script interpretation to polished presentation while applying professional planning and storytelling techniques. This level prepares you to create production-ready storyboards that showcase your ability to communicate engaging visual narratives across animation, games, film, and digital entertainment.",プロの計画とストーリーテリングのテクニックを適用しながら、スクリプトの解釈から洗練されたプレゼンテーショ このレベルでは、アニメーション、ゲーム、映画、デジタルエンターテイメント全体で魅力的な視覚的な物語を伝える能力を披露する生産準備のストーリーボードを作成する準備ができています。,"Successfully completing this level enables you to develop complete storyboard projects from script interpretation to polished presentation. You'll confidently communicate visual narratives for animation, games, film, and digital media while demonstrating professional storytelling and production planning skills.",このレベルを正常に完了すると、スクリプトの解釈から洗練されたプレゼンテーションまで、完全なストーリーボードプロジェクトを開発できます。 アニメーション、ゲーム、映画、デジタルメディアのビジュアルナラティブを自信を持って伝え、プロのストーリーテリングと制作計画スキルを発揮します。,299,47840,2392,NULL,NULL
57,15,Beginner,ビギナー,"Explore the complete manga production process by learning how to plan, sketch, ink, refine, and prepare pages for publication. This level introduces efficient workflows that help you understand every stage of creating polished manga while building confidence through practical projects.",計画、スケッチ、インク、洗練、および出版のためのページを準備する方法を学ぶことによって、完全なマンガ制作プロセスを探ります。 このレベルでは、洗練された漫画を作成するすべての段階を理解し、実践的なプロジェクトを通じて自信を築くのに役立つ効率的なワークフ,"Explore the complete manga production workflow by learning planning, sketching, inking, editing, finishing, and page preparation techniques. Through structured lessons, you'll understand how professional manga is produced while building efficient creative habits and confidence in completing finished pages.",計画、スケッチ、インク、編集、仕上げ、およびページ準備の技術を学ぶことによって、完全な漫画制作ワークフローを探索します。 構造化されたレッスンを通して、あなたは効率的な創造的な習慣と完成したページを完成させる自信を構築しながら、プロの漫画がどのように作,"Upon completing this level, you'll confidently complete manga pages using structured production workflows that include planning, sketching, inking, editing, and finishing. You'll understand each stage of the creative process while developing the discipline needed to produce consistent artwork.",このレベルを完了すると、計画、スケッチ、インク、編集、仕上げなどの構造化された制作ワークフローを使用して、マンガページを自信を持って完成させます。 一貫性のあるアートワークを生成するために必要な規律を開発しながら、創造的なプロセスの各段階を理解します。,49,7840,392,NULL,NULL
58,15,Intermediate,中級,"Strengthen your manga production workflow by improving inking techniques, page consistency, editing, and production efficiency. You'll learn how to organize your creative process while producing complete manga pages with greater speed, accuracy, and artistic quality.",墨付け技術、ページの一貫性、編集、制作効率を向上させることで、マンガ制作ワークフローを強化します。 あなたは、より速いスピード、正確さ、芸術的品質で完全なマンガページを制作しながら、あなたの創造的なプロセスを整理する方法を学びます。,"Improve your manga production workflow by refining inking techniques, page consistency, editing methods, and production efficiency. You'll learn how to organize your creative process while producing polished manga pages that demonstrate greater speed, accuracy, and artistic consistency.",墨付け技術、ページの一貫性、編集方法、制作効率を向上させることで、マンガ制作ワークフローを改善します。 より速い速度、正確さ、芸術的な一貫性を示す洗練されたマンガページを制作しながら、創造的なプロセスを整理する方法を学びます。,"After completing this level, you'll improve your manga production efficiency by refining inking techniques, page consistency, editing methods, and workflow organization. You'll confidently create polished manga pages while managing larger creative projects with greater speed and accuracy.",このレベルを完了すると、インクの技術、ページの一貫性、編集方法、ワークフローの組織を洗練することで、マンガ制作の効率を向上させます。 より速い速度および正確さのより大きい創造的なプロジェクトを管理している間確信をもって磨かれたマンガのページを作成する。,99,15840,792,NULL,NULL
59,15,Advanced,アドバンスド,"Master advanced manga production techniques by combining storytelling, polished artwork, efficient workflows, and professional presentation. Through larger projects, you'll develop the discipline and technical skills needed to produce publication-quality manga from start to finish.",ストーリーテリング、洗練されたアートワーク、効率的なワークフロー、プロのプレゼンテーションを組み合わせて、高度なマンガ制作技術をマスターします。 大規模なプロジェクトを通じて、出版品質の漫画を最初から最後まで制作するために必要な規律と技術スキルを開発します。,"Master professional manga production by combining storytelling, polished artwork, efficient workflows, and high-quality presentation into complete creative projects. Through advanced assignments, you'll strengthen your technical skills while producing publication-ready manga that reflects professional industry standards.",ストーリーテリング、洗練されたアートワーク、効率的なワークフロー、高品質のプレゼンテーションを組み合わせて、プロのマンガ制作をマスターして、完全な創造的なプロジェクトにします。 高度な課題を通じて、専門的な業界標準を反映した出版準備ができた漫画を生産しながら、あなたの技術的スキルを強化します。,"By the end of this level, you'll demonstrate advanced manga production skills through polished artwork, efficient workflows, and professional presentation. Your completed pages will reflect technical excellence, artistic consistency, and the standards expected for publication-quality manga.",このレベルの終わりまでに、洗練されたアートワーク、効率的なワークフロー、プロのプレゼンテーションを通じて、高度なマンガ制作スキルを発揮します。 完成したページには、技術的な卓越性、芸術的な一貫性、出版品質のマンガに期待される基準が反映されます。,179,28640,1432,NULL,NULL
60,15,Expert,専門家,"Complete a fully finished manga project that demonstrates your ability to manage the entire production process independently. This level emphasizes professional workflows, consistent quality, creative confidence, and portfolio-ready work that reflects the standards of modern manga production.",完全に完成したマンガプロジェクトを完了し、生産プロセス全体を独立して管理する能力を実証します。 このレベルは、プロのワークフロー、一貫した品質、創造的な自信、現代の漫画制作の基準を反映したポートフォリオ対応の仕事を強調しています。,"Complete a fully finished manga project from planning to publication-ready presentation while managing every stage of the creative process independently. This final level emphasizes professional workflows, consistent quality, creative confidence, and portfolio-ready results that prepare you for advanced creative opportunities.",企画から出版準備まで、完全に完成したマンガプロジェクトを完了し、創造プロセスのすべての段階を独立して管理します。 この最終レベルでは、プロのワークフロー、一貫した品質、創造的な自信、高度な創造的な機会のためにあなたを準備するポートフォリオに対応した結果を強調しています。,"Successfully completing this level enables you to independently produce a complete manga project from planning to final presentation. You'll confidently manage every stage of production while delivering portfolio-ready work that showcases professional workflows, creative storytelling, and artistic excellence.",このレベルを正常に完了すると、計画から最終的なプレゼンテーションまで、完全なマンガプロジェクトを独立して作成できます。 プロのワークフロー、クリエイティブなストーリーテリング、芸術的な卓越性を紹介するポートフォリオ対応の作品を提供しながら、生産のすべての段階を自信を持って管理します。,299,47840,2392,NULL,NULL
61,16,Beginner,ビギナー,"Learn the fundamentals of perspective and background drawing by exploring one-point and two-point perspective, simple interiors, outdoor scenes, and environmental composition. Through guided exercises, you'll develop the confidence to create believable backgrounds that complement your characters while adding depth and realism to your illustrations.",一点と二点の視点、シンプルなインテリア、屋外のシーン、環境構成を探索することによって、遠近法と背景描画の基礎を学びます。 ガイド付き演習を通じて、あなたのイラストに深さとリアリズムを追加しながら、あなたのキャラクターを補完する信じられないほどの背景を作,"Develop a strong understanding of perspective by learning how to construct believable spaces using one-point, two-point, and three-point perspective. Through guided exercises, you'll create simple interiors, streets, and outdoor scenes while building the confidence to design backgrounds that add depth and realism to your illustrations.",一点、二点、三点の視点を使用して信じられる空間を構築する方法を学ぶことによって、視点の強力な理解を開発します。 ガイド付き演習を通じて、シンプルなインテリア、通り、屋外のシーンを作成しながら、イラストに深みとリアリズムを加える背景をデザインする自信を,"Upon completing this level, you'll confidently create accurate backgrounds using one-point, two-point, and three-point perspective while understanding depth, proportion, and spatial relationships. You'll be able to design simple environments that naturally support characters and strengthen the visual storytelling within your illustrations.",このレベルを完了すると、深さ、比率、空間的な関係を理解しながら、一点、二点、三点の視点を使用して自信を持って正確な背景を作成します。 キャラクターを自然にサポートし、イラスト内の視覚的なストーリーテリングを強化するシンプルな環境を設計することができます。,49,7840,392,NULL,NULL
62,16,Intermediate,中級,"Build stronger background drawing skills by creating detailed interiors, landscapes, and architectural scenes using perspective techniques. You'll improve composition, spatial awareness, and environmental storytelling while producing backgrounds that naturally support characters and strengthen visual narratives.",遠近法を使用して詳細なインテリア、風景、建築シーンを作成することにより、より強力な背景描画スキルを構築します。 キャラクターを自然にサポートし、視覚的な物語を強化する背景を作成しながら、構成、空間認識、環境ストーリーテリングを向上させます。,"Strengthen your background drawing skills by exploring complex perspectives, environmental composition, architectural details, and spatial relationships. You'll create more detailed scenes that support storytelling while improving accuracy, visual balance, and confidence in designing immersive environments.",複雑な視点、環境構成、建築の詳細、空間的な関係を探求することによって、あなたの背景描画スキルを強化します。 ストーリーテリングをサポートするより詳細なシーンを作成し、精度、視覚的バランス、没入型環境の設計に対する信頼性を向上させます。,"After completing this level, you'll produce more detailed backgrounds featuring improved perspective, architectural elements, environmental composition, and spatial accuracy. You'll confidently create immersive scenes that enhance storytelling while demonstrating greater artistic precision and creative confidence.",このレベルを完了すると、改善された視点、建築要素、環境構成、および空間精度を備えた、より詳細な背景を生成します。 より高い芸術的精度と創造的な自信を示しながら、ストーリーテリングを強化する没入型のシーンを自信を持って作成します。,99,15840,792,NULL,NULL
63,16,Advanced,アドバンスド,"Refine your environment drawing skills by mastering complex perspectives, detailed architectural elements, atmospheric depth, and advanced compositions. Larger creative projects encourage precision and artistic confidence while helping you produce polished backgrounds suitable for professional illustration and concept art.",複雑な視点、詳細な建築要素、大気の深さ、および高度な組成物を習得することにより、環境の描画スキルを洗練します。 より大きく創造的なプロジェクトは専門の実例および概念の芸術のために適した磨かれた背景を作り出すのを助けている間精密および功妙な信任を励ます。,"Master advanced perspective techniques by refining architectural structures, environmental depth, lighting, and composition. Through larger creative projects, you'll produce polished backgrounds that demonstrate technical precision, artistic consistency, and a professional approach to environment illustration.",建築構造、環境の深さ、照明、および組成物を精製することにより、高度な視点技術を習得します。 より大きい創造的なプロジェクトによって、環境の実例への技術的な精密、功妙な一貫性および専門のアプローチを示す磨かれた背景を作り出す。,"By the end of this level, you'll master advanced perspective techniques by creating polished environments with realistic depth, complex structures, and refined compositions. Your artwork will demonstrate professional-quality background design suitable for illustration, manga, animation, and concept art portfolios.",このレベルの終わりまでに、現実的な深さ、複雑な構造、洗練された構成で洗練された環境を作成することによって、高度な視点技術を習得します。 あなたのアートワークは、イラスト、マンガ、アニメーション、およびコンセプトアートのポートフォリオに適したプロ品質の背景デザインを実証します。,179,28640,1432,NULL,NULL
64,16,Expert,専門家,"Complete a fully developed environment illustration that combines perspective, composition, lighting, and storytelling into a polished final project. This level emphasizes professional workflows, creative independence, and portfolio-quality artwork that showcases your ability to create immersive visual environments.",パースペクティブ、コンポジション、ライティング、ストーリーテリングを組み合わせた完全に開発された環境イラストを完成させ、洗練された最終的なプロジェクトに仕上げます。 このレベルでは、プロフェッショナルなワークフロー、クリエイティブな独立性、ポートフォリオ品質のアートワークを重視し、没入型のビジュアル環境を作成する能力を紹介します。,"Complete a fully realized environment illustration that combines advanced perspective, composition, lighting, and storytelling into a polished final project. This level focuses on portfolio-quality presentation while preparing you to create immersive backgrounds for illustration, manga, animation, and concept art.",洗練された最終的なプロジェクトに高度な視点、組成物、照明、およびストーリーテリングを組み合わせた完全に実現された環境のイラストを完成させます。 このレベルでは、イラスト、マンガ、アニメーション、コンセプトアートのための没入型の背景を作成する準備をしながら、ポートフォリオ品質のプレゼンテー,"Successfully completing this level enables you to produce fully developed environment illustrations that combine perspective, composition, lighting, and storytelling into polished portfolio-ready artwork. You'll confidently create immersive backgrounds that meet professional creative standards.",このレベルを正常に完了すると、遠近法、構図、照明、ストーリーテリングを組み合わせた完全に開発された環境のイラストを、洗練されたポートフォリオに対応したアートワークに作成することができます。 あなたは自信を持ってプロの創造的な基準を満たす没入型の背景を作成します。,299,47840,2392,NULL,NULL
65,17,Beginner,ビギナー,"Step into the world of fantasy environment design by learning how to create magical forests, castles, villages, and imaginative landscapes. This level introduces world-inspired design principles, composition, lighting, and atmosphere while helping you transform creative ideas into immersive fantasy settings.",魔法の森、城、村、想像力豊かな風景を作成する方法を学ぶことによって、ファンタジー環境デザインの世界に足を踏み入れてください。 このレベルでは、世界にインスパイアされたデザインの原則、構成、照明、雰囲気を紹介しながら、創造的なアイデアを没入型のファンタジー設定に変,"Begin your journey into fantasy environment design by creating magical forests, castles, villages, and imaginative landscapes inspired by original ideas. You'll learn composition, atmosphere, lighting, and environmental storytelling while building visually engaging settings that support fantasy characters and narratives.",独創的なアイデアに触発された魔法の森、城、村、想像力豊かな風景を作成することによって、ファンタジー環境デザインへの旅を始めましょう。 幻想的なキャラクターや物語をサポートする視覚的に魅力的な設定を構築しながら、構成、雰囲気、照明、環境のストーリーテリングを学びます。,"Upon completing this level, you'll confidently design imaginative fantasy environments featuring magical landscapes, castles, forests, and original locations. You'll understand the principles of environmental storytelling while creating visually engaging settings that bring fictional worlds to life with creativity and confidence.",このレベルを完了すると、魔法の風景、城、森、元の場所を特徴とする想像力豊かなファンタジー環境を自信を持って設計します。 創造性と自信を持って架空の世界を生き生きとさせる視覚的に魅力的な設定を作成しながら、環境ストーリーテリングの原則を理解します。,49,7840,392,NULL,NULL
66,17,Intermediate,中級,"Expand your environment design skills by exploring diverse fantasy themes, architectural styles, natural landscapes, and environmental storytelling. You'll create richer scenes with stronger compositions while developing the confidence to design original worlds that feel believable and visually captivating.",多様なファンタジーテーマ、建築様式、自然景観、環境ストーリーテリングを探索することで、環境デザインのスキルを拡大してください。 あなたは信じられ、視覚的に魅惑感じるオリジナルの世界を設計するための自信を開発しながら、より強い組成物で豊かなシーンを作成します。,"Expand your fantasy environment skills by designing more detailed worlds with unique architecture, natural landscapes, environmental effects, and creative storytelling. Through practical projects, you'll learn how to create immersive fantasy locations that feel believable while strengthening your artistic vision.",ユニークな建築、自然景観、環境効果、創造的なストーリーテリングで、より詳細な世界を設計することによって、あなたのファンタジー環境のスキルを 実践的なプロジェクトを通じて、あなたの芸術的ビジョンを強化しながら、信じられないと感じる没入型ファンタジーの場所を作成する方法を学,"After completing this level, you'll produce richer fantasy environments with stronger compositions, detailed architecture, atmospheric lighting, and immersive storytelling. You'll confidently create unique locations that feel believable while expanding your artistic vision and environmental design skills.",このレベルを完了すると、より強力な構成、詳細なアーキテクチャ、大気の照明、没入型のストーリーテリングを備えた、より豊かなファンタジー環境が生成されます。 あなたの功妙な視野および環境の設計技術を拡大している間確信をもって信じられる感じる独特な位置を作成する。,99,15840,792,NULL,NULL
67,17,Advanced,アドバンスド,"Master advanced fantasy environment techniques by refining lighting, mood, environmental details, and storytelling through polished illustrations. Larger creative projects challenge you to build cohesive fantasy worlds while producing artwork that reflects professional concept art standards.",洗練されたイラストを通じて照明、気分、環境の詳細、およびストーリーテリングを精製することにより、高度なファンタジー環境技術をマスター。 より大きい創造的なプロジェクトは専門の概念の芸術の標準を反映するアートワークを作り出している間凝集の想像の世界を造るために挑戦する。,"Refine your fantasy environment artwork by mastering advanced lighting, atmospheric effects, environmental composition, and storytelling techniques. Larger creative assignments encourage originality while helping you produce polished illustrations suitable for concept art, games, animation, and professional portfolios.",高度な照明、大気効果、環境構成、ストーリーテリング技術を習得することで、ファンタジー環境のアートワークを洗練します。 クリエイティブな課題を大きくすると、コンセプトアート、ゲーム、アニメーション、プロのポートフォリオに適した洗練されたイラストを作成するのに役立ちながら、独創性が促進されます。,"By the end of this level, you'll master advanced fantasy environment techniques by combining lighting, mood, environmental details, and storytelling into polished illustrations. Your artwork will demonstrate professional concept art quality while showcasing your ability to create memorable fictional worlds.",このレベルの終わりまでに、あなたは洗練されたイラストに照明、気分、環境の詳細、およびストーリーテリングを組み合わせることにより、高度なファ あなたのアートワークは、思い出に残る架空の世界を作成するためにあなたの能力を紹介しながら、プロのコンセプトアートクオリティを実証します。,179,28640,1432,NULL,NULL
68,17,Expert,専門家,"Complete a portfolio-quality fantasy environment project from initial sketches to polished artwork. This level focuses on creative vision, professional presentation, and building immersive locations that demonstrate originality, technical skill, and exceptional visual storytelling.",最初のスケッチから洗練されたアートワークまで、ポートフォリオ品質のファンタジー環境プロジェクトを完了します。 このレベルでは、創造的なビジョン、プロのプレゼンテーション、独創性、技術的スキル、優れた視覚的なストーリーテリングを示す没入型の場所の構築に焦点を当てています。,"Complete a portfolio-quality fantasy environment from initial sketches to finished artwork by combining creative vision, technical precision, and professional presentation. This level emphasizes immersive world design, artistic confidence, and creating memorable locations that showcase your environmental design expertise.",創造的な視野、技術的な精密および専門の提示を結合することによって最初のスケッチからの終了するアートワークに有価証券質の想像の環 このレベルでは、没入型の世界デザイン、芸術的な自信、環境デザインの専門知識を紹介する思い出に残る場所を作成することを強調しています。,"Successfully completing this level enables you to develop complete fantasy environments from concept sketches to polished presentation artwork. You'll confidently produce portfolio-quality projects that demonstrate creativity, technical excellence, and professional environmental design skills.",このレベルを正常に完了すると、コンセプトスケッチから洗練されたプレゼンテーションアートワークまで、完全なファンタジー環境を開発できます。 創造性、技術的な卓越性および専門の環境の設計技術を示す有価証券質のプロジェクトを確信をもって作り出す。,299,47840,2392,NULL,NULL
69,18,Beginner,ビギナー,"Learn the foundations of architectural illustration by studying buildings, streets, city layouts, and structural forms through simple perspective techniques. Practical exercises help you understand scale, proportion, and composition while building confidence in drawing realistic and stylized urban environments.",建物、通り、都市のレイアウト、構造形態を簡単な遠近法で研究することにより、建築イラストの基礎を学びます。 実用的な演習では、現実的で様式化された都市環境を描画する上で自信を構築しながら、スケール、割合、および組成を理解するのに役立ちます。,"Learn the fundamentals of architectural illustration by studying buildings, streets, structural forms, and urban layouts through simple perspective techniques. Guided projects help you understand proportion, scale, and composition while building confidence in drawing realistic and stylized city environments.",シンプルな視点技術を通じて建物、通り、構造形態、および都市レイアウトを研究することにより、建築イラストの基礎を学びます。 ガイド付きプロジェクトでは、比率、規模、構成を理解しながら、現実的で様式化された都市環境を描くことに自信を持っています。,"Upon completing this level, you'll confidently draw buildings, streets, and architectural structures using accurate perspective, proportion, and composition. You'll understand the fundamentals of architectural illustration while creating realistic and stylized urban environments with greater artistic confidence.",このレベルを完了すると、正確な視点、比率、構成を使用して、建物、通り、建築構造物を自信を持って描画します。 より大きい功妙な信任と現実的な、様式化された都市環境を作成している間建築実例の基礎を理解する。,49,7840,392,NULL,NULL
70,18,Intermediate,中級,"Develop your architectural drawing skills by creating more detailed buildings, cityscapes, and urban scenes with improved perspective and environmental design. You'll explore materials, structural details, and visual balance while producing locations that enrich storytelling and digital artwork.",より詳細な建物、都市景観、および改善された視点と環境デザインと都市のシーンを作成することにより、あなたの建築描画スキルを開発します。 ストーリーテリングやデジタルアートワークを豊かにするロケーションを制作しながら、素材、構造の詳細、視覚的なバランスを探ります。,"Strengthen your architectural drawing skills by creating more detailed buildings, public spaces, city streets, and urban environments. You'll refine perspective, structural accuracy, and environmental storytelling while producing illustrations that add realism and visual interest to your creative projects.",より詳細な建物、公共空間、街の通り、都市環境を作成することによって、あなたの建築描画スキルを強化します。 あなたの創造的なプロジェクトに写実主義および視覚興味を加える実例を作り出している間見通し、構造正確さおよび環境の物語を精製する。,"After completing this level, you'll produce detailed architectural illustrations featuring improved city layouts, structural accuracy, environmental details, and stronger visual storytelling. You'll confidently design urban environments that add realism and depth to your creative projects.",このレベルを完了すると、改善された都市のレイアウト、構造の精度、環境の詳細、およびより強力な視覚的なストーリーテリングを備えた詳細な建築イラ あなたは自信を持ってあなたの創造的なプロジェクトにリアリズムと深さを追加する都市環境を設計します。,99,15840,792,NULL,NULL
71,18,Advanced,アドバンスド,"Refine your cityscape illustrations by mastering advanced perspective, architectural accuracy, lighting, and environmental depth. Through comprehensive projects, you'll create visually rich urban environments that demonstrate technical precision and professional artistic quality.",高度な視点、建築の正確さ、照明、環境の深さを習得することによって、あなたの街並みのイラストを洗練します。 包括的なプロジェクトを通じて、あなたは技術的な精度とプロの芸術的品質を実証する視覚的に豊かな都市環境を作成します。,"Master advanced architectural illustration by refining complex perspectives, lighting, construction details, and environmental composition. Through larger projects, you'll develop professional-quality cityscapes that demonstrate technical excellence, creative confidence, and a strong understanding of architectural design.",複雑な視点、照明、建設の詳細、および環境構成を精製することにより、マスター高度な建築イラスト。 大規模なプロジェクトを通じて、あなたは技術的な卓越性、創造的な自信、および建築デザインの強い理解を示すプロ品質の都市景観を開発します。,"By the end of this level, you'll master advanced architectural illustration techniques by creating polished cityscapes with realistic lighting, perspective, and construction details. Your artwork will demonstrate professional technical skills and creative presentation suitable for portfolio development.",このレベルの終わりまでに、現実的な照明、遠近法、および建設の詳細で洗練された都市景観を作成することにより、高度な建築イラスト技術を習得 あなたのアートワークは、ポートフォリオ開発に適した専門的な技術的スキルと創造的なプレゼンテーションを実証します。,179,28640,1432,NULL,NULL
72,18,Expert,専門家,"Complete a fully illustrated architectural environment that combines perspective, structure, composition, and atmosphere into a polished presentation. This level focuses on creating portfolio-ready artwork that showcases your ability to design detailed and believable cityscapes.",磨かれた提示に見通し、構造、構成および大気を結合する十分に説明された建築環境を完了しなさい。 このレベルでは、詳細で信頼できる都市景観を設計する能力を紹介するポートフォリオ対応のアートワークの作成に焦点を当てています。,"Complete a detailed architectural illustration that showcases your ability to combine perspective, structure, lighting, and atmosphere into a polished final presentation. This level focuses on portfolio-ready artwork suitable for concept art, digital illustration, comics, and entertainment design.",磨かれた最終的な提示に見通し、構造、照明および大気を結合するあなたの機能を展示する詳しい建築実例を完了しなさい。 このレベルでは、コンセプトアート、デジタルイラスト、コミック、エンターテイメントデザインに適したポートフォリオ対応のアートワークに焦点を当てています。,"Successfully completing this level enables you to produce complete architectural environment illustrations that combine perspective, atmosphere, composition, and structural accuracy into portfolio-quality artwork suitable for concept art, illustration, and entertainment design.",このレベルを正常に完了すると、コンセプトアート、イラスト、エンターテイメントデザインに適したポートフォリオ品質のアートワークに、遠近感、雰囲気、構成、構造精度を組み合わせた完全な建築環境のイラストを作成することができます。,299,47840,2392,NULL,NULL
73,19,Beginner,ビギナー,"Discover how cinematic lighting, composition, and atmosphere can transform ordinary environments into memorable visual experiences. This level introduces mood creation, color harmony, and environmental storytelling while helping you design scenes that capture attention and emotion.",映画のような照明、構図、雰囲気が、通常の環境を記憶に残る視覚体験にどのように変換できるかを発見してください。 このレベルでは、ムードの作成、色の調和、環境のストーリーテリングを導入し、注意と感情をキャプチャするシーンを設計するのに役立ちます。,"Discover how cinematic lighting, atmosphere, and composition can transform ordinary environments into emotionally engaging scenes. Through practical lessons, you'll learn how mood, color, and storytelling work together to create memorable environment paintings with strong visual impact.",映画のような照明、雰囲気、構図が、通常の環境を感情的に魅力的なシーンにどのように変換できるかを発見してください。 実践的なレッスンを通して、気分、色、ストーリーテリングがどのように連携して、視覚的に強い印象的な環境の絵画を作成するかを学びます。,"Upon completing this level, you'll confidently create cinematic environment paintings using effective lighting, atmosphere, composition, and color harmony. You'll understand how mood and visual storytelling work together to produce emotionally engaging scenes with strong artistic impact.",このレベルを完了すると、効果的な照明、雰囲気、構図、色の調和を使用して、映画のような環境の絵画を自信を持って作成します。 気分と視覚的なストーリーテリングがどのように連携して、芸術的な影響を強く持つ感情的に魅力的なシーンを生成するかを理解します。,49,7840,392,NULL,NULL
